# Differential Gene Expression Count Matrix - Teefy et al. - PIWI-piRNA pathway-mediated Transposable Element Repression in Hydra Somatic Stem Cells
#----------------------------------------------------------------------------
# 
# abbreviations: 	ID = Transcript Identification
#					WT = Wild-type Hydra
#					KD = Somatic hywi Knockdown Hydra
#
# ID - transcript name, as assigned in Siebert et al., 2019
# WT1 - Counts from WT1 replicate
# WT2 - Counts from WT2 replicate
# WT3 - Counts from WT3 replicate
# KD1 - Counts from KD1 replicate
# KD2 - Counts from KD2 replicate
# KD3 - Counts from KD3 replicate
#
#----------------------------------------------------------------------------
#					
""	"ID"	"WT1"	"WT2"	"WT3"	"KD1"	"KD2"	"KD3"
"445"	"t10399aep"	2158	2805	2602.03	2524	2633	2646.4
"446"	"t1039aep"	1019	717	608	1478.03	805	1022
"447"	"t103aep"	1.28	4.28	0	3.2	3.16	1.09
"448"	"t10400aep"	83	117	66	107	116	95
"449"	"t10401aep"	6.9	0	0	6.91	0	0
"450"	"t10402aep"	0	0	0	0	0	0
"451"	"t10403aep"	0	0	0	0	0	0
"452"	"t10404aep"	597.95	940	768	917	897	869
"453"	"t10405aep"	101	195	156	147	185	171
"454"	"t10406aep"	340	442	373	378	437	389
"455"	"t10407aep"	0	0	0	0	0	0
"456"	"t10408aep"	0	0	0	0	1	0
"457"	"t10409aep"	0	0	0	0	0	0
"458"	"t1040aep"	33	23	21	44	28	37
"459"	"t10410aep"	0	0	0	0	0	0
"460"	"t10411aep"	0	0	0	0	0	0
"461"	"t10412aep"	1309.62	1743	1784.25	1471.65	1836.31	1538.35
"462"	"t10413aep"	1	0	2	3	3	2
"463"	"t10414aep"	331	390.1	278	419.36	363	294.14
"464"	"t10415aep"	0	0	0	0	0	0
"465"	"t10416aep"	0	0	0	0	0	0
"466"	"t10417aep"	267.05	414	404.79	391	429	403.99
"467"	"t10418aep"	1027.45	1274.98	1186.33	1472.01	1267.89	1281
"468"	"t10419aep"	0	0	0	0	0	0
"469"	"t1041aep"	2.31	10.01	5.88	6.6	5.22	6.72
"470"	"t10420aep"	76	105	72	96.73	126	142
"471"	"t10421aep"	0	0	0	0	0	0
"472"	"t10422aep"	0	0	0	0	0	0
"473"	"t10423aep"	5372.99	5713.46	4766	6200.03	5542.89	6864.25
"474"	"t10424aep"	5	5	4	8	4	4
"475"	"t10425aep"	0	0	0	0	0	0
"476"	"t10426aep"	7	3	0	3	3	0
"477"	"t10427aep"	0	0	0	0	0	0
"478"	"t10428aep"	0	0	0	0	0	0
"479"	"t10429aep"	13	19	15	20	17	11
"480"	"t1042aep"	64.73	86.4	57.83	100.41	95.28	102.79
"481"	"t10430aep"	4	1	1	6	1	1
"482"	"t10431aep"	0.54	0	0.3	0	0.72	17
"483"	"t10432aep"	0	8	5	4	5	8.85
"484"	"t10433aep"	2	7.92	6	2.99	7.93	4.05
"485"	"t10434aep"	7.01	4.89	4.88	21.49	8	8.82
"486"	"t10435aep"	8	6	7	22.07	16.74	18
"487"	"t10436aep"	882	927	815	1162.99	994.92	960
"488"	"t10437aep"	0	0	0	0	0	0
"489"	"t10438aep"	0	0	0	0	0	0
"490"	"t10439aep"	1495	1121	982.36	1885.66	1211	1641
"491"	"t1043aep"	6	2	6	11	10	10
"492"	"t10440aep"	2252.91	2873.96	2642.15	2545.63	2701.8	2830.97
"493"	"t10441aep"	0	0	0	0	0	0
"494"	"t10442aep"	15	22	14	12.05	12	11
"495"	"t10443aep"	0	0	0	0	0	0
"496"	"t10444aep"	1157.55	1346	1161	1491	1352.99	1273
"497"	"t10445aep"	339	479	431	419	479	479
"498"	"t10446aep"	132	111	64	196	89	155
"499"	"t10447aep"	0	0	0	0	0	0
"500"	"t10448aep"	1	2	0	1	0	1
"501"	"t10449aep"	0	3	1	0	0	1
"502"	"t1044aep"	6.22	3.79	0	4.15	2.53	2.52
"503"	"t10450aep"	353	423.64	441	420	477.56	406
"504"	"t10451aep"	0	1	2	0	1	0
"505"	"t10452aep"	0	0	0	0	0	0
"506"	"t10453aep"	0	0	0	0	0	0
"507"	"t10454aep"	2	4	7.99	10	7	11
"508"	"t10455aep"	5	8	7	9	9	4
"509"	"t10456aep"	804	902	878	963.01	798	927.95
"510"	"t10457aep"	0	0	0	0	0	0
"511"	"t10458aep"	0	0	0	0	0	0
"512"	"t10459aep"	12917.34	17274.95	18060.33	12266.15	17527.49	16340.73
"513"	"t1045aep"	3.85	2.42	1.88	4.12	2.26	3.65
"514"	"t10460aep"	1449.28	2312.04	2290.99	1595.91	2312.91	2185.01
"515"	"t10461aep"	3	4	2	1	2	3
"516"	"t10462aep"	0	0	0	0	0	0
"517"	"t10463aep"	0	0	0	0	0	0
"518"	"t10464aep"	6	7	10	10	10	14
"519"	"t10465aep"	0	0	0	0	0	0
"520"	"t10466aep"	1	4	1	2	1	1
"521"	"t10467aep"	16.08	21	23	33.28	27	23
"522"	"t10468aep"	2041.87	2451	2307	2599.08	2549	2585
"523"	"t10469aep"	0	0	0	0	0	0
"524"	"t1046aep"	239.34	212.35	266.29	303.42	213.23	345.54
"525"	"t10470aep"	0	0	0	0	0	0
"526"	"t10471aep"	2	2.06	1	2.56	8	3
"527"	"t10472aep"	0	0	0	0	0	0
"528"	"t10473aep"	0	0	0	0	0	0
"529"	"t10474aep"	0	0	0	0	0	0
"530"	"t10475aep"	5	8	6	11	6.79	9
"531"	"t10476aep"	3	4	2	4	2	2
"532"	"t10477aep"	0	0	0	0	0	0
"533"	"t10478aep"	2	7	6	6	5	10
"534"	"t10479aep"	8	6.05	5.19	11.28	6.32	6.26
"535"	"t1047aep"	378.6	350.96	333.87	395.71	283.11	523.82
"536"	"t10480aep"	890.99	1057.98	1021.01	1151	1095	1070
"537"	"t10481aep"	0	0	0	0	0	0
"538"	"t10482aep"	217	250	230	291	220.01	231
"539"	"t10483aep"	0	0	0	0	0	0
"540"	"t10484aep"	526.78	753.89	653.09	732.72	698.28	544.18
"541"	"t10485aep"	86	124	110	92	115	118
"542"	"t10486aep"	37	40	42	51	57.01	29
"543"	"t10487aep"	0	0	0	0	0	0
"544"	"t10488aep"	0	0	0	0	0	0
"545"	"t10489aep"	306	347	274	351.46	282.04	358
"546"	"t1048aep"	966.56	661.95	748.65	1082.47	646.6	1156.73
"547"	"t10490aep"	46	48	37	57	42	47
"548"	"t10491aep"	0	0	0	0	0	0
"549"	"t10492aep"	8	14	11	20	12.07	9
"550"	"t10493aep"	0	0	0	0	0	0
"551"	"t10494aep"	1	0	2.89	3.95	2.01	3
"552"	"t10495aep"	6	9	14	12	11	10
"553"	"t10496aep"	3	1	1	3	3	2
"554"	"t10497aep"	0	0	0	0	0	0
"555"	"t10498aep"	2.67	1	1	14	4	3
"556"	"t10499aep"	0	0	0	0	0	0
"557"	"t1049aep"	239.99	206.18	203.68	309.03	184.77	325.58
"558"	"t104aep"	0	0	0	0	0	0
"559"	"t10500aep"	0	0	0	0	0	0
"560"	"t10501aep"	83.41	94	82	93	80	97.39
"561"	"t10502aep"	10	14	6	8	9	8
"562"	"t10503aep"	0	0	0	0	0	0
"563"	"t10504aep"	156	117	84	230	133	131
"564"	"t10505aep"	0	0	0	0	0	0
"565"	"t10506aep"	1075	1165	873	1615	1256	1209.88
"566"	"t10507aep"	0	0	0	0	0	0
"567"	"t10508aep"	257	304.94	298.93	339.56	355.02	286
"568"	"t10509aep"	7.21	8.03	1.97	6.81	6.05	4.5
"569"	"t1050aep"	27	32	20	43	36	28
"570"	"t10510aep"	0	0	0	0	0	0
"571"	"t10511aep"	0	0	0	0	0	0
"572"	"t10512aep"	0	0	0	0	0	0
"573"	"t10513aep"	268	340	246.19	352.1	323.74	305.76
"574"	"t10514aep"	57	65	55	122	61	68
"575"	"t10515aep"	1505.72	2021.55	1775.05	1963.89	1804.47	1868.3
"576"	"t10516aep"	0	0	0	0	0	0
"577"	"t10517aep"	1559.19	2534.02	2250.25	2241	2445.02	2398.52
"578"	"t10518aep"	568.01	447	402.99	1340	835	487.02
"579"	"t10519aep"	1084	1348	1089	1338.17	1292.99	1390.97
"580"	"t1051aep"	30.06	41.29	20.39	80.25	46.43	42.71
"581"	"t10520aep"	0	0	0	0	0	0
"582"	"t10521aep"	48	28	20	47	36	25
"583"	"t10522aep"	1162.97	1299.33	1028	1322.55	1269.04	1439.97
"584"	"t10523aep"	1	2	0	4	2	2
"585"	"t10524aep"	0	0	0	0	0	0
"586"	"t10525aep"	52.46	85	40	85	83	45
"587"	"t10526aep"	3	4	4	5	1	4
"588"	"t10527aep"	3	8	9	6	10	7
"589"	"t10528aep"	432.01	651	703	572.95	581.18	617.16
"590"	"t10529aep"	387	495	455	484	496	551.98
"591"	"t1052aep"	8.88	22.71	8.53	22.75	12.57	14.29
"592"	"t10530aep"	6954.42	9404.45	9674.95	8305.96	9038.44	8410.91
"593"	"t10531aep"	1	1	0	1	2	1
"594"	"t10532aep"	1721	2386.55	1803	2003.56	2320	2109.99
"595"	"t10533aep"	995.98	1192.55	1063	1194	1183	1239
"596"	"t10534aep"	11177.62	15311.39	17462.31	13218.21	17356.96	13916.69
"597"	"t10535aep"	5706.86	4455.77	3231	6962.86	4636.64	5967.33
"598"	"t10536aep"	0	0	0	0	0	0
"599"	"t10537aep"	433	564	540.96	604	569	558
"600"	"t10538aep"	501	480	383	696.06	499	452
"601"	"t10539aep"	0	0	0	0	0	0
"602"	"t1053aep"	44	73.94	45	86.02	78	85.42
"603"	"t10540aep"	802	1369.84	1243.14	1375	1469	1233.12
"604"	"t10541aep"	3947.92	5720	4991.74	5030	5452.99	4720
"605"	"t10542aep"	31	247	211	20	171	140.02
"606"	"t10543aep"	127	174	155	174	181	133.07
"607"	"t10544aep"	3610.04	4627.19	4729.01	4434.59	4468.78	4387.58
"608"	"t10545aep"	780	793.32	788	1277	1001	874
"609"	"t10546aep"	1044	1162	963.98	1308.99	1019	1209.22
"610"	"t10547aep"	0	0	0	0	0	0
"611"	"t10548aep"	0	1	0	1	0	3
"612"	"t10549aep"	4	5	7	2	4	4.33
"613"	"t1054aep"	6.23	32.3	26.96	21.35	18.1	17.16
"614"	"t10550aep"	0	0	0	0	0	0
"615"	"t10551aep"	0	0	0	0	0	0
"616"	"t10552aep"	0	0	0	0	0	0
"617"	"t10553aep"	21	21	23	41	27	23
"618"	"t10554aep"	720	833	966.98	810	945	842
"619"	"t10555aep"	2977.95	3883.01	2911.72	3772.97	3552.88	3822
"620"	"t10556aep"	1926	2549.92	2775.46	2269.99	2638.93	2233
"621"	"t10557aep"	902	886.54	824	1297.32	1083	934
"622"	"t10558aep"	578.97	655.03	753.89	843.99	794.11	663.95
"623"	"t10559aep"	0	0	0	0	0	0
"624"	"t1055aep"	185.81	86.65	78.61	210.72	93.37	121.68
"625"	"t10560aep"	0	1	0.86	1	0.99	1.98
"626"	"t10561aep"	183	195	164	259	223	165
"627"	"t10562aep"	0	0	0	0	0	0
"628"	"t10563aep"	3115.75	3744.17	3371.17	5078.67	4617.24	3600.34
"629"	"t10564aep"	2701	3544.17	2532.46	3058.24	3129.01	3238.95
"630"	"t10565aep"	0	0	0	0	0	0
"631"	"t10566aep"	3	5	4	6.01	6	2
"632"	"t10567aep"	0	0	0	0	0	0
"633"	"t10568aep"	2397.81	539.39	461.64	6052.76	2797	1010.04
"634"	"t10569aep"	1566	2006	2104.22	1645	1731.87	1898
"635"	"t1056aep"	30.06	31.75	32.1	35.31	30.93	31.15
"636"	"t10570aep"	12138.57	9424.58	10078.95	17843.83	9845.01	10170.51
"637"	"t10571aep"	0	0	0	0	0	0
"638"	"t10572aep"	0	4	2	5	3	4
"639"	"t10573aep"	2572.19	3199.06	2997.77	2853.98	2889.76	3131
"640"	"t10574aep"	0	0	0	0	0	0
"641"	"t10575aep"	13	15	9	12	6	3
"642"	"t10576aep"	24	17	10	20	18	17
"643"	"t10577aep"	2	1	0	2	1	1.06
"644"	"t10578aep"	0.97	2	1	2	2.35	2.99
"645"	"t10579aep"	0	0	0	0	0	0
"646"	"t1057aep"	11.45	32.7	26.35	38.11	41.55	34
"647"	"t10580aep"	45.54	80.74	78.84	46.4	50.33	57
"648"	"t10581aep"	201.98	248.23	139.01	276	217.56	212
"649"	"t10582aep"	0	0	0	0	0	0
"650"	"t10583aep"	3.01	2.86	3.17	8.27	7.06	9.13
"651"	"t10584aep"	6.99	5.14	5.83	10.73	13.41	4.87
"652"	"t10585aep"	0	0	0	0	0	0
"653"	"t10586aep"	27	35	43	27	47	55
"654"	"t10587aep"	0	0	0	0	0	0
"655"	"t10588aep"	6	11	12	18	12	12
"656"	"t10589aep"	11.01	8.01	2	2	3	5
"657"	"t1058aep"	4.63	5.19	0	8.42	4.9	4.79
"658"	"t10590aep"	4	2	2	3	2	3
"659"	"t10591aep"	53609.37	74266.93	76640.44	61594.12	70241.32	66520.29
"660"	"t10592aep"	340.79	376	294	490	408.11	415.55
"661"	"t10593aep"	133.74	65.87	45.91	262.31	119.65	102.15
"662"	"t10594aep"	0	0	0	2.32	4.35	0.84
"663"	"t10595aep"	5	4	3	8	8	10
"664"	"t10596aep"	514.97	620	603.97	568	579.99	600.48
"665"	"t10597aep"	207.55	248	254	239	224	283
"666"	"t10598aep"	219	255	216.11	236.01	220	249
"667"	"t10599aep"	14	10	2	17	9	12
"668"	"t1059aep"	3.52	3.58	2.66	11.81	3.8	4.5
"669"	"t105aep"	208.91	301.03	221	272	268	271.23
"670"	"t10600aep"	87	129	160	114	129	163
"671"	"t10601aep"	0	0	0	0	0	0
"672"	"t10602aep"	25	26.65	11.03	42.29	29	13.79
"673"	"t10603aep"	17	26.87	22	29.31	19	25.29
"674"	"t10604aep"	0	0	0	3	1	0
"675"	"t10605aep"	28	13	16	29	21	23
"676"	"t10606aep"	31.57	21.19	16.82	20.38	25.07	18.27
"677"	"t10607aep"	44	30	14	55	32	31
"678"	"t10608aep"	5	8	3	8	8	3
"679"	"t10609aep"	13.2	22	26.94	10.02	15.05	21.52
"680"	"t1060aep"	176	206.99	216.99	274.83	207	280.26
"681"	"t10610aep"	7	3	4	7.03	10	4
"682"	"t10611aep"	71.33	54	70	63	66	54
"683"	"t10612aep"	0	0	0	0	0	0
"684"	"t10613aep"	925.24	1366.16	1150.93	1247.32	1277.14	1400.9
"685"	"t10614aep"	0	0	0	0	0	0
"686"	"t10615aep"	11	26	18	23	22	25
"687"	"t10616aep"	11.84	8	7	14	16	12
"688"	"t10617aep"	14	8	13	23	19	16
"689"	"t10618aep"	1597.74	2421	1845	2325	2270.22	2138.98
"690"	"t10619aep"	0	0	0	0	0	0
"691"	"t1061aep"	171	125	130	376	174.33	147.03
"692"	"t10620aep"	0	0	0	0	0	0
"693"	"t10621aep"	0	0	0	0	0	0
"694"	"t10622aep"	3796.48	2924.95	2654	4806.68	2943.7	3230
"695"	"t10623aep"	288	425.91	346	300.59	369	346
"696"	"t10624aep"	309.01	342.43	271	490	419	355
"697"	"t10625aep"	0	2	1	6	3	5
"698"	"t10626aep"	0	0	0	0	0	0
"699"	"t10627aep"	4.82	6.57	3.46	8	11.82	8.08
"700"	"t10628aep"	0	0	0	0	0	0
"701"	"t10629aep"	0	0	0	0	0	0
"702"	"t1062aep"	0	0	0	0	0	0
"703"	"t10630aep"	0	1	1	4	2	2.05
"704"	"t10631aep"	1	6	2	5	2	2
"705"	"t10632aep"	0	0	0	0	0	0
"706"	"t10633aep"	0	0	1	0	1	0
"707"	"t10634aep"	541	638	673	682	717	696.73
"708"	"t10635aep"	1	1	2	5	3	1
"709"	"t10636aep"	262	319	273	275	266.56	278.99
"710"	"t10637aep"	32.55	37.92	48.12	44.89	37.65	32.6
"711"	"t10638aep"	2.49	7.1	2.92	6.16	2.12	16.43
"712"	"t10639aep"	43.65	30.77	26.57	66.23	36.71	26.68
"713"	"t1063aep"	0	0	0	0	0	0
"714"	"t10640aep"	738.95	1079.81	1041	839	911	951
"715"	"t10641aep"	0	0	0	1	0	2
"716"	"t10642aep"	0	0	0	0	0	0
"717"	"t10643aep"	0	0	0	0	0	0
"718"	"t10644aep"	2	1	1.98	3	4	4
"719"	"t10645aep"	0	0	0	0	0	0
"720"	"t10646aep"	4	8	9	13	5	7
"721"	"t10647aep"	0	0	0	0	0	0
"722"	"t10648aep"	0	0	0	0	0	0
"723"	"t10649aep"	0	0	0	0	0	0
"724"	"t1064aep"	0	0	0	0	0	0
"725"	"t10650aep"	1	1	0	1	3	0
"726"	"t10651aep"	4	9	4	7	9	4
"727"	"t10652aep"	4	0	3	0	2	4
"728"	"t10653aep"	1	0	0	0	0	0
"729"	"t10654aep"	0	0	0	0	0	0
"730"	"t10655aep"	1	2	1	0	0	1
"731"	"t10656aep"	17	8	21	27	17.82	24
"732"	"t10657aep"	3	4	4	5	5	5
"733"	"t10658aep"	0	1	0	0	2	0
"734"	"t10659aep"	3	2	1	2	4	5
"735"	"t1065aep"	0	0	0	0	0	0
"736"	"t10660aep"	0	0	0	0	0	0
"737"	"t10661aep"	0	1	0	2	2	0
"738"	"t10662aep"	0	3	1	3	1	1
"739"	"t10663aep"	0	0	0	0	0	0
"740"	"t10664aep"	1	1	1	2	2	2
"741"	"t10665aep"	0	0	0	0	0	2
"742"	"t10666aep"	1	1	1	2	0	0.92
"743"	"t10667aep"	0	1	1	1	0	1.17
"744"	"t10668aep"	0	1	4	2	4	2
"745"	"t10669aep"	1	0	0	1	0	0
"746"	"t1066aep"	0	0	0	0	0	0
"747"	"t10670aep"	3	2	1	4	2	1
"748"	"t10671aep"	7	6	7	3	4	10
"749"	"t10672aep"	0	0	0	1	0	0
"750"	"t10673aep"	0	0	0	0	0	0
"751"	"t10674aep"	1	0	0	2	1	0
"752"	"t10675aep"	2	3	3	11	6	5
"753"	"t10676aep"	0	0	3	0	2	0
"754"	"t10677aep"	0	0	0	0	0	1
"755"	"t10678aep"	0	0	0	0	0	0
"756"	"t10679aep"	0	0	1	0	0	0
"757"	"t1067aep"	3.61	7.53	4.85	1.67	2.93	6.57
"758"	"t10680aep"	6	2	1	4	5	4
"759"	"t10681aep"	1	0	1	0	1	0
"760"	"t10682aep"	2	5	3	1	2	4
"761"	"t10683aep"	698	852.72	771.65	809.85	842.01	814
"762"	"t10684aep"	882	1184	1092.89	1047	1026.71	1024
"763"	"t10685aep"	0	0	0	0	0	0
"764"	"t10686aep"	12	21	10	16	14	12
"765"	"t10687aep"	1858.42	2529	2678.83	2007.94	2327.05	2282.92
"766"	"t10688aep"	1220.7	1399.07	1527.16	1358.97	1553	1703.99
"767"	"t10689aep"	597.02	690.53	642.99	748.85	762.95	742.99
"768"	"t1068aep"	6.72	6.91	5.65	6.77	6.93	3.51
"769"	"t10690aep"	2384.04	2895.89	2444	3355.9	2917.07	2717.85
"770"	"t10691aep"	0	0	0.61	0	0	0
"771"	"t10692aep"	3	2.78	2.63	9.84	6.37	3.41
"772"	"t10693aep"	2	2	4	8	7	8
"773"	"t10694aep"	2149.08	2940.95	2604	2721.09	2921.72	2996.05
"774"	"t10695aep"	1	1	1	3	2	3
"775"	"t10696aep"	0	0	0	0	0	0
"776"	"t10697aep"	0	0	0	0	0	0
"777"	"t10698aep"	703	867	817.62	829	829	811.11
"778"	"t10699aep"	874	1073.17	804.6	1154.5	954	1092.04
"779"	"t1069aep"	20.41	41.35	18.19	33.44	37.28	31.54
"780"	"t106aep"	14	14	5	22	12	14
"781"	"t10700aep"	1538.99	1759.02	1688.78	2054.72	2159.61	1855
"782"	"t10701aep"	92	82	96	110	86	97
"783"	"t10702aep"	541	899	647.91	757	878.97	798.47
"784"	"t10703aep"	0	0	0	0	0	0
"785"	"t10704aep"	0	0	0	0	0	0
"786"	"t10705aep"	21.81	59.54	42.85	44.29	67.69	50.32
"787"	"t10706aep"	1	4	3.03	6	1	5
"788"	"t10707aep"	0	0	0	0	0	0
"789"	"t10708aep"	1653	1930.57	1621.19	2092.5	1988.23	1892
"790"	"t10709aep"	39	24	31	26	31	42
"791"	"t1070aep"	0	0	0	0	0	0
"792"	"t10710aep"	3297.32	3868.95	3491.82	4307.26	3695.5	4081.97
"793"	"t10711aep"	2728.05	2993.68	2518.43	3759.05	3105.91	2969.19
"794"	"t10712aep"	4	5	6	6	1	6
"795"	"t10713aep"	0	0	0	0	0	0
"796"	"t10714aep"	486.15	620	604	485	551	614
"797"	"t10715aep"	18	18	12.52	32	20	18
"798"	"t10716aep"	30	28.11	24.92	40.01	32.67	15.21
"799"	"t10717aep"	19708.6	21583.41	22142.96	20893.16	19927.41	19462.84
"800"	"t10718aep"	189	316	178	275.99	292.97	293
"801"	"t10719aep"	2.91	5.63	6.35	6.99	5.91	4.03
"802"	"t1071aep"	57.11	45.88	47.58	76.66	53.7	60.94
"803"	"t10720aep"	13	11	4	10	9	13
"804"	"t10721aep"	9	10	9	16	8	5
"805"	"t10722aep"	0	0	0	0	0	0
"806"	"t10723aep"	0	0	0	0	0	0
"807"	"t10724aep"	7	9	1	12	4	5
"808"	"t10725aep"	0	0	0	0	0	0
"809"	"t10726aep"	0	0	0	0	0	0
"810"	"t10727aep"	115	119.99	112	83.28	86.01	72
"811"	"t10728aep"	0	0	0	0	0	0
"812"	"t10729aep"	0	0	0	0	0	0
"813"	"t1072aep"	1.18	0	1.56	2.94	2.93	4.33
"814"	"t10730aep"	0	0	0	0	0	0
"815"	"t10731aep"	1	2	0	1	1	1
"816"	"t10732aep"	0	0	0	0	0	0
"817"	"t10733aep"	0	0	0	0	0	0
"818"	"t10734aep"	32	25.8	24.04	57.37	33.14	41.9
"819"	"t10735aep"	7	3	6	4	5	4
"820"	"t10736aep"	0	0	0	0	0	0
"821"	"t10737aep"	0	4	2	3	3	1
"822"	"t10738aep"	5	3	2	2	3	0
"823"	"t10739aep"	0	0	0	0	0	0
"824"	"t1073aep"	361.94	352	268	508	324	421
"825"	"t10740aep"	0	1	1	0	2	2
"826"	"t10741aep"	0	0	0	0	0	0
"827"	"t10742aep"	0	0	0	0	0	0
"828"	"t10743aep"	0	5	8.99	5	7	7.97
"829"	"t10744aep"	0	0	0	0	0	0
"830"	"t10745aep"	40	64	41	60	78	62
"831"	"t10746aep"	5	4	5	4	8	5
"832"	"t10747aep"	4	9	9	4	8	6
"833"	"t10748aep"	0	0	0	0	0	0
"834"	"t10749aep"	0	4	1	2	1	1
"835"	"t1074aep"	0	0	1	1	0	0
"836"	"t10750aep"	5	2	4	8	5	3
"837"	"t10751aep"	0	0	6.9	0	0	0
"838"	"t10752aep"	798	793	529	1112.04	877	775
"839"	"t10753aep"	0	0	1	0	1	2
"840"	"t10754aep"	0	0	0	0	0	0
"841"	"t10755aep"	0	0	0	0	0	0
"842"	"t10756aep"	868.53	1420	1198	1080.21	1183.83	1180.87
"843"	"t10757aep"	3.79	7.14	4.11	2.67	10	3.03
"844"	"t10758aep"	124.51	74.32	73.08	153.73	73.28	119.78
"845"	"t10759aep"	0	0	0	0	0	0
"846"	"t1075aep"	131.8	140.41	74.33	190.84	159.69	146.35
"847"	"t10760aep"	0	1	0	0	1	2.01
"848"	"t10761aep"	0	0	0	0	0	0
"849"	"t10762aep"	0	0	0	0	0	0
"850"	"t10763aep"	0	0	0	0	0	0
"851"	"t10764aep"	0	2.69	2.97	2	8	8
"852"	"t10765aep"	2	3	1	2	3	2
"853"	"t10766aep"	20.19	16.15	9.13	19.25	15.18	21.48
"854"	"t10767aep"	3	4	0	3	0	0
"855"	"t10768aep"	6	1	1	0	1	0
"856"	"t10769aep"	0	0	0	0	0	0
"857"	"t1076aep"	6.4	5.16	4.23	8.98	6.17	10.65
"858"	"t10770aep"	0	1	0	0	0	0
"859"	"t10771aep"	0	0	0	0	0	0
"860"	"t10772aep"	0	0	0	0	0	0
"861"	"t10773aep"	0	0	5	2.97	2.97	2.97
"862"	"t10774aep"	0	0	0	0	0	0
"863"	"t10775aep"	0	0	0	0	0	0
"864"	"t10776aep"	0	0	0	0	0	0
"865"	"t10777aep"	151	151	192	153	158	172.01
"866"	"t10778aep"	3.25	6.32	2.09	10.3	5.95	5.16
"867"	"t10779aep"	203.71	410.55	433.81	214.45	353.36	467.64
"868"	"t1077aep"	28.79	25.5	21.16	59.44	34.67	31.61
"869"	"t10780aep"	0	0	0	0	0	0
"870"	"t10781aep"	0	2	0	1	1	1
"871"	"t10782aep"	128.69	132.45	129.66	245.2	167.43	187.04
"872"	"t10783aep"	1	3	0	2	0	1
"873"	"t10784aep"	0	0	0	0	0	0
"874"	"t10785aep"	3	2	1	3	1	1
"875"	"t10786aep"	0	0	0	0	0	0
"876"	"t10787aep"	0	0	0	0	0	0
"877"	"t10788aep"	0	0	0	0	0	0
"878"	"t10789aep"	0	0	0	0	0	0
"879"	"t1078aep"	9.81	0	0	0	2.16	17.65
"880"	"t10790aep"	0	0	0	0	0	0
"881"	"t10791aep"	0	0	0	0	0	0
"882"	"t10792aep"	1	2	2	6	3	2
"883"	"t10793aep"	365.58	326.99	301.98	496.96	339.08	331.46
"884"	"t10794aep"	0	0	0	0	0	0
"885"	"t10795aep"	212	256	275	465	333.05	319
"886"	"t10796aep"	2345.96	2848.88	2283.66	2833.97	2649.74	2784.02
"887"	"t10797aep"	0	0	0	0	0	0
"888"	"t10798aep"	2	3.6	4.76	3.1	1.24	2
"889"	"t10799aep"	369	348	301.99	427	317	370.01
"890"	"t1079aep"	40	38	38.99	55	24	35
"891"	"t107aep"	97	95	86	110	95.01	99
"892"	"t10800aep"	0	0	0	0	0	0
"893"	"t10801aep"	511	647.11	627	750.01	659	645.19
"894"	"t10802aep"	10.14	5.86	9.25	4.85	5.91	17.51
"895"	"t10803aep"	45	67	47.86	60	70	58
"896"	"t10804aep"	294	308.53	253.61	364	335	334
"897"	"t10805aep"	1	3	3	8.56	5	3
"898"	"t10806aep"	2	3	2	1	0	3
"899"	"t10807aep"	2	6	6	4	6	6
"900"	"t10808aep"	4	10	5	3	0	5
"901"	"t10809aep"	3	3	4	3.01	7	3
"902"	"t1080aep"	14	12	6.01	18	17.02	18.92
"903"	"t10810aep"	60	69	47	82	59	75
"904"	"t10811aep"	490	568	338	741.01	662.81	626
"905"	"t10812aep"	8	8.7	10.97	14.83	15.79	14.59
"906"	"t10813aep"	4	4	8	13	10.89	11.88
"907"	"t10814aep"	1	0	0	0	0	2
"908"	"t10815aep"	3626.08	4313.94	3372.33	4429.96	4327.12	4584.18
"909"	"t10816aep"	0	0	0	0	0	0
"910"	"t10817aep"	2485.29	2862.67	2936.78	3170.85	2825.89	2852.36
"911"	"t10818aep"	461.13	665.09	623	516	628	615
"912"	"t10819aep"	0	0	4	0	0	3
"913"	"t1081aep"	36.13	47.4	30.51	52.38	51.31	49.65
"914"	"t10820aep"	311	421	327	537	427.95	383
"915"	"t10821aep"	8165.93	10297.92	10661.92	9483.39	10332.44	9505.59
"916"	"t10822aep"	1700.84	2199.71	1911.9	2026.74	2369.66	1625.59
"917"	"t10823aep"	61.94	132.41	67.02	68.4	136.06	84.98
"918"	"t10824aep"	53.61	44.2	45.94	86.38	45.92	66.51
"919"	"t10825aep"	101.82	114.2	83.04	152.96	80.75	169.28
"920"	"t10826aep"	299	285.88	248	439.09	250.11	408
"921"	"t10827aep"	66	58	58	74	39	60
"922"	"t10828aep"	233	252.69	177	262.09	214.15	244.78
"923"	"t10829aep"	0	0	0	0	0	0
"924"	"t1082aep"	37.15	32.22	29.31	50.49	39.08	57.54
"925"	"t10830aep"	23.1	23.99	18.99	27	36	22
"926"	"t10831aep"	1820.83	1945.01	1492.21	2471.03	2014.29	2550
"927"	"t10832aep"	3	1	7.02	6	4.47	6
"928"	"t10833aep"	2736.57	3305.74	3211.38	3335.13	3349.91	3601.68
"929"	"t10834aep"	668	945	883.97	747	806.1	931.5
"930"	"t10835aep"	107.86	171	152	126	139.17	161
"931"	"t10836aep"	1282	1234	1000.74	1632.88	1176.08	1585.81
